,Sentiment,tokenized
355,1,"['پاکستانی', 'قوم', 'جاگ', 'گئی', 'ھے', 'کہ', 'ڈیزل', 'کی', 'قیمتیں', 'کیوں', 'بڑھ', 'گئی', 'ہیں']"
356,1,"['تو', 'کیا', 'آپ', 'یہ', 'کہنا', 'چاہتے', 'ہیں', 'کہ', 'دہشتگردی', 'روکنے', 'کیلئے', 'ضرب', 'عضب', 'آپریشن', 'روکنا', 'ہو', 'گا']"
357,1,"['جس', 'دن', 'ہم', 'میں', 'دین', 'کا', 'فہم', 'پیدا', 'ہو', 'جائے', 'گا', 'اس', 'دن', 'سارے', 'مولویوں', 'کو', 'اپنی', 'اپنی', 'دوکانیں', 'بند', 'کر', 'کے', 'بہاگنا', 'پڑ', 'جائے', 'گا']"
358,0,"['رونا', 'نہیں', 'اے', 'دل', 'مضبوط', 'ہوجاپھر', 'اور', 'کوئی', 'تجھے', 'توڑ', 'نہ', 'سکے', 'زویہ']"
359,0,"['میٹھی', 'پیا', 'کریں', 'میٹھے', 'ہو', 'جائیں', 'گے']"
360,0,"['کاجو', 'ذیابطیس', 'کے', 'مریضوں', 'کے', 'لئے', 'انتہائی', 'مفید', 'ہے']"
361,1,"['ایم', 'کیو', 'ایم', 'کا', 'سندھ', 'حکومت', 'کے', 'بعد', 'آزاد', 'جموں', 'کشمیر', 'حکومت', 'سے', 'بھی', 'علیحدگی', 'کا', 'اعلان', 'ڈاکٹر', 'فاروق', 'ستار']"
362,0,"['یہ', 'جو', 'کچھ', 'لوگ', 'فرشتوں', 'سے', 'بنے', 'پھرتے', 'ہیں', 'میرے', 'ہتھے', 'کبھی', 'چڑھ', 'جائیں', 'تو', 'انساں', 'کر', 'دوں']"
363,0,"['صاف', 'چلی', 'شفاف', 'چلی', 'تحریک', 'انصاف', 'چلی']"
364,0,"['لوگوں', 'سے', 'دھرنے', 'کے', 'لیے', 'چندہ', 'مانگنے', 'والا', 'اپنا', 'کنال', 'کا', 'بنی', 'گالہ', 'کا', 'گھر', 'کیوں', 'نہیں', 'پیج', 'کر', 'دھرنے', 'خرچے', 'پورے', 'کرتا']"
365,0,"['اپ', 'مدعا', 'سمجھے', 'ہی', 'نہیں']"
366,1,"['نیوز', 'سنگدل', 'شخص', 'نے', 'بیوی', 'اور', 'بچے', 'کو', 'فائرنگ', 'کرکے', 'قتل', 'کردیا', 'پاکستان']"
367,0,"['استیعفی', 'مانگنے', 'والے', 'چندہ', 'مانگنے', 'پر', 'آگئے']"
368,1,"['لاہور', 'شہباز', 'شریف', 'نے', 'ہزار', 'پرائمری', 'سکولز', 'بند', 'کروادئیے', 'چودھری', 'پرویز', 'الہی']"
369,0,"['گنجو', 'کا', 'فوٹو', 'شوٹ', 'تو', 'ہو', 'گیا', 'نا']"
370,1,"['کاش', 'مفتی', 'محمود', 'اس', 'رات', 'صبر', 'کر', 'لیتے', 'اور', 'قوم', 'اتنے', 'بڑے', 'حادثے', 'سے', 'بچ', 'جاتیکاش', 'ڈیزل', 'پیدا', 'نہ', 'ہوتا']"
371,1,"['ہیں', 'کیا', 'ہاتھا', 'پائی', 'پر', 'اتر', 'آئے', 'آپ', 'لوگ', 'ڈ']"
372,0,"['ریاست', 'خلافت', 'اسلام', 'کی', 'محافظ', 'اور', 'مسلمانوں', 'کے', 'امور', 'کی', 'نگہبان', 'ھوتی', 'ھے', 'اگر', 'ان', 'دونوں', 'فرائض', 'کی', 'ادائیگی', 'کو', 'ترک', 'کرتی', 'ھے', 'تو']"
373,1,"['کچی', 'شراب', 'پی', 'کر', 'قائم', 'علی', 'شاہ', 'شہیدھوگئے', 'پٹواریوں', 'کو', 'اطلاع', 'دی', 'جاتی', 'ہے', 'کہ', 'شاہ', 'جی', 'کی', 'چیتا', 'کو', 'بعد', 'از', 'عصر', 'جلایا', 'جائے', 'گا']"
374,0,"['الہی', 'محبوب', 'کل', 'جہاں', 'کو', 'دل', 'و', 'جگر', 'کا', 'سلام', 'پہنچے', 'نفس', 'نفس', 'کا', 'درود', 'پہنچے', 'نظر', 'نظر', 'کا', 'سلام', 'پہنچے', 'صلی', 'اللہ', 'علیہ', 'وسلم']"
375,1,"['لمحہ', 'فکریہ']"
376,0,"['حضرت', 'علی', 'رضی', 'اللہ', 'عنہ', 'کہتے', 'ہیں', 'رسول', 'اللہ', 'صلی', 'اللہ', 'علیہ', 'وسلم', 'نے', 'فرمایا', 'مہدی', 'ہمارے', 'اہل', 'بیت', 'میں', 'سے', 'ہو', 'گا', 'اور']"
377,1,"['ڈیزل', 'ہیں', 'تیری', 'آنکھیں', 'دھرنا', 'ہے', 'تیری', 'چیخیں']"
378,1,"['دوبئی', 'ٹیسٹ', 'کے', 'پہلے', 'دن', 'پاکستان', 'کی', 'آسٹریلیا', 'کے', 'خلاف', 'بیٹنگ', 'مشکلات', 'کا', 'شکار', 'میچ', 'پی', 'ٹی', 'وی', 'سپورٹس', 'پر', 'براہ', 'راست']"
379,0,"['رسم', 'قل', 'جلد', 'آذادی', 'چوک', 'میں', 'ادا', 'کی', 'جاے', 'گی']"
380,0,"['اللہ', 'تعالی', 'ہمیں', 'باعلم', 'اور', 'باعمل', 'بزرگان', 'دین', 'کی', 'صحبت', 'نصیب', 'فرمائیں', 'تاکہ', 'ہماری', 'اخلاقی', 'تربیت', 'ہوسکے', 'اور', 'گناہ', 'کے', 'ارادوں', 'کا', 'وہ', 'علاج', 'کرسکیں']"
381,0,"['شکل', 'اس', 'کی', 'تھی', 'دلبروں', 'جیسی', 'خو', 'تھی', 'لیکن', 'ستمگروں', 'جیسی', 'اس', 'کے', 'لب', 'تھے', 'سکوت', 'کے', 'دریا', 'اس', 'کی', 'آنکھیں', 'سخنوروں', 'جیسی']"
382,1,"['جسٹس', 'منصور', 'علی', 'شاہ', 'نے', 'ریمارک', 'دیئے', 'بتایا', 'جائے', 'عوامی', 'ٹیکسوں', 'سے', 'حاصل', 'ہونے', 'والی', 'رقم', 'کس', 'طرح', 'سیاسی', 'مقاصد', 'کے', 'لئے', 'استعمال', 'کی', 'جا', 'سکتی', 'ہے']"
383,0,"['وادی', 'ہنزہ', 'میں', 'خواتین', 'کے', 'لیے', 'کوہ', 'پیمائی', 'کا', 'اسکول']"
384,1,"['انٹرنیشنل', 'اسکواش', 'عامر', 'اطلس', 'ٹائٹل', 'کے', 'حصول', 'سے', 'محروم', 'رہ', 'گئے']"
385,0,"['سلسلہ', 'وار', 'پڑھنے', 'کے', 'لیے']"
386,0,"['بریکنگ', 'دبئی', 'ٹیسٹ', 'دوسری', 'اننگز', 'یونس', 'خان', 'کی', 'آسٹریلیا', 'کے', 'خلاف', 'سنچری', 'مکمل', 'بریکنگ', 'دبئی', 'ٹیسٹ', 'یونس', 'خان', 'کی']"
387,0,"['آسٹریلوی', 'ٹیم', 'پاکستان', 'کے', 'سکور', 'سے', 'اب', 'بھی', 'رنز', 'پیچھے', 'ہے']"
388,1,"['میاں', 'صاحب', 'بھارت', 'کے', 'خلاف', 'بات', 'کیوں', 'نہیں', 'کرتے', 'پٹواری', 'ہم', 'نے', 'ایٹم', 'بم', 'بنایا']"
389,0,"['نیوز', 'پاکستان', 'عوامی', 'تحریک', 'کے', 'سربراہ', 'طاہر', 'القادری', 'بیرون', 'ملک', 'جائینگے']"
390,1,"['مسلم', 'لیگ', 'کے', 'پرچم', 'میں', 'دفن', 'کرنے', 'سے', 'کیا', 'بندہ', 'ڈائیریکٹ', 'جنت', 'میں', 'جاے', 'گا', 'ایک', 'جھوٹا', 'آدمی', 'ہاشمی', 'ہاشمی']"
391,0,"['آج', 'میرے', 'مضمون', 'کا', 'عنوان', 'ہے', 'کہ', 'بھائی', 'صرف', 'وہ', 'ہوتے', 'ہیں', 'جنہیں', 'اللہ', 'نے', 'ہمارا', 'بھائی', 'بنایا', 'ہے', 'کچھ', 'لوگوں', 'کو', 'میرا']"
392,0,"['پاکستان', 'کی', 'جانب', 'سے', 'انضمام', 'الحق', 'کی', 'ٹیسٹ', 'کرکٹ', 'میں', 'سنچریاں', 'ہیں']"
393,0,"['لبرل', 'اس', 'لئے', 'بنتے', 'ہیں', 'کہ', 'یہاں', 'اقلیت', 'میں', 'ہیں', 'اکثریت', 'میں', 'ھوتے', 'ایران', 'عراق', 'شام', 'کی', 'طرح', 'تو', 'عمر', 'عثمان', 'عائشہ', 'نام', 'رکھنے', 'پر', 'لٹکا', 'دیتے']"
394,0,"['پنجاب', 'میں', 'ہونے', 'والے', 'ضمنی', 'الیکشن', 'میں', 'حصہ', 'لیں', 'گے', 'طاہر', 'القادری', 'سچ', 'ٹی', 'وی']"
395,0,"['آج', 'کے', 'دن', 'عاشق', 'نبی', 'پر', 'لازم', 'ہے', 'اعلان', 'کریں', 'اےبھارت', 'کشمیر', 'ہمارا', 'کل', 'بھی', 'تھا', 'اور', 'آج', 'بھی', 'ہے']"
396,0,"['چندے', 'سے', 'انقلاب', 'لانا', 'تھا', 'تو', 'سیاست', 'میں', 'چھولے', 'کھانے', 'آئے', 'ہو']"
397,1,"['امریکاویسٹ', 'پام', 'بیچ', 'کے', 'علاقے', 'میں', 'بارش', 'سے', 'نظام', 'زندگی', 'متاثر']"
398,1,"['جھپٹنا', 'پلٹنا', 'پلٹ', 'کر', 'جھپٹنا', 'لہو', 'گرم', 'رکھنے', 'کا', 'ھے', 'اک', 'بہانہ', 'ڈاکٹر', 'طاھر', 'القادری', 'نے', 'اسلام', 'آباد', 'کے', 'دھرنے', 'کو', 'پورے', 'ملک']"
399,1,"['پنجاب', 'مزید', 'افراد', 'ڈینگی', 'وائرس', 'کا', 'شکار']"
400,0,"['ساے', 'جتنی', 'ھے', 'ملکیت', 'سب', 'کی', '⁰⁰باقی', 'جو', 'ھے', 'تجاوزات', 'میں', 'ھے']"
401,0,"['اسپورٹس', 'پاکستان', 'پھرین', 'ٹیسٹ', 'جی', 'بی', 'اننگ', 'تی', 'ڈکلیئر', 'کری', 'آسٹریلیا', 'کی', 'رنسن', 'جو', 'ٹارگیٹ', 'ڈئی', 'چھڈیو']"
402,1,"['زندگی', 'بھی', 'تو', 'پشیماں', 'ہے', 'یہاں', 'لا', 'کے', 'مجھے', 'ڈھونڈتی', 'ہے', 'کوئی', 'حیلہ', 'مرے', 'مر', 'جانے', 'کا']"
403,0,"['کور', 'کمیٹی', 'کے', 'اجلاس', 'میں', 'نومبر', 'کے', 'دھرنے', 'سے', 'متعلق', 'بات', 'کی', 'شیریں', 'مزاری']"
404,1,"['اگر', 'کرپشن', 'کے', 'باوجود', 'ترقی', 'ہونی', 'ہوتی', 'تو', 'کب', 'کی', 'ہو', 'چکی', 'ہوتی']"
405,1,"['سید', 'تو', 'خود', 'مہاجر', 'ہیں', 'خورشید', 'شاہ', 'کیسا', 'سید', 'ہے', 'جسے', 'اپنے', 'سید', 'ہونے', 'پر', 'ندامت', 'اور', 'جاگیردار', 'ہونے', 'پر', 'فخر', 'ہے']"
406,0,"['لاہور', 'آئی', 'جی', 'پنجاب', 'مشتاق', 'سکھیرا', 'کی', 'زیر', 'صدارت', 'آر', 'پی', 'او', 'کانفرنس']"
407,0,"['اسلام', 'علیکم', 'اللہ', 'آپ', 'کو', 'خوش', 'اور', 'سلامت', 'رکھے', 'آمین', 'صبح', 'جمعہ', 'مبارک']"
408,0,"['ثمینہ', 'صاحبہ', 'خوش', 'آمدید', 'ویلکمجی', 'آیاں', 'نوں', 'فالو', 'یو', 'بیک', 'ایز', 'ریٹرن', 'محبت']"
409,1,"['اب', 'مزا', 'دینے', 'لگا', 'درد', 'محبت', 'مجھ', 'کو', 'مجھ', 'کو', 'اس', 'درد', 'کی', 'اب', 'کوئی', 'دوا', 'مت', 'دینا']"
410,0,"['کو', 'ئی', 'بات', 'نہیں', 'سب', 'ٹھیک', 'ہوجائیں', 'گے']"
411,1,"['بھائی', 'زرداری', 'صاحب', 'سیاست', 'کے', 'بجائے', 'اپنی', 'کرپشن', 'بچا', 'رہے', 'ہیں']"
412,0,"['عربی', 'سیکھو', 'اس', 'لیے', 'کہ', 'وہ', 'عقل', 'میں', 'پختگی', 'اور', 'مروت', 'میں', 'زیادتی', 'پیدا', 'کرتی', 'ھے', 'سیدنا', 'عمر', 'فاروق']"
413,1,"['راولپنڈیاے', 'این', 'ایف', 'کی', 'بے', 'نظیر', 'بھٹو', 'انٹر', 'نیشنل', 'ایئر', 'پورٹ', 'اسلام', 'آباد', 'سمیت', 'مختلف', 'شہروں', 'میں', 'کاروائیاں', 'کروڑ', 'روپے', 'سے']"
414,1,"['یار', 'کرپشن', 'ایک', 'ایشو', 'ہے', 'اقربا', 'پروری', 'فنڈز', 'کا', 'ناجائز', 'استعمال', 'تھانہ', 'اور', 'پٹواری', 'کلچر', 'بہت', 'چیلنجز', 'ہیں']"
415,0,"['بےشک', 'اللہ', 'لوگوں', 'پر', 'کچھ', 'ظلم', 'نہےں', 'کرتا', 'ہاں', 'لوگ', 'ہیاپنی', 'جانوں', 'پر', 'ظلم', 'کرتے', 'ہےں', 'سورہ', 'یونس']"
416,1,"['بجلی', 'کٹ', 'گی', 'لہذا', 'چندہ', 'براے', 'ڈیزل', 'ہے', 'میرے', 'چندہ']"
417,0,"['عمران', 'خان', 'صاحب', 'کو', 'اور', 'اگست', 'کی', 'درمیانی', 'شب', 'یقینا', 'یاد', 'ہو', 'گی', 'جب', 'انکے', 'رفقاءاور', 'کارکنان', 'جلسے', 'کے', 'بعد', 'وہاں', 'سے', 'جا', 'چکے']"
418,0,"['آج', 'ایک', 'نئی', 'پیپلز', 'پارٹی', 'کی', 'خبریں', 'گردش', 'کر', 'رہی', 'ہیں']"
419,0,"['طاہر', 'القادری', 'محرم', 'الحرام', 'میں', 'یورپ', 'اور', 'شمالی', 'امریکا', 'کا', 'دورہ', 'کریں', 'گے', 'ذرائع', 'قادری', 'پردیسی', 'ہونے', 'لگاہے']"
420,1,"['لیاری', 'گینگ', 'وار', 'کے', 'اہم', 'کردار', 'شکیل', 'بادشاہ', 'کا', 'قریبی', 'ساتھی', 'الطاف', 'بابا', 'گرفتارکراچی', 'پولیس', 'نے', 'لیاری', 'گینگ', 'وارکے', 'اہم']"
421,1,"['حکومت', 'سیاسی', 'قائدین', 'کوتحفظ', 'دینے', 'میں', 'ناکام', 'ہوچکی', 'ہے', 'شیریں', 'مزاری']"
422,1,"['ہر', 'اک', 'کو', 'اپنی', 'پڑی', 'ہے', 'میری', 'فکر', 'ہی', 'نہیں']"
423,0,"['لاہور', 'سروسز', 'ہسپتال', 'میں', 'آئی', 'سی', 'یو', 'قائم', 'کردیا', 'گیا', 'ڈی', 'جی', 'ہیلتھ']"
424,1,"['مولانافضل', 'الرحمان', 'نے', 'جس', 'طرح', 'عورتوں', 'سے', 'متعلق', 'بات', 'کی', 'ہے', 'وہ', 'انتہائی', 'شرمناک', 'ہے', 'شیریں', 'مزاری']"
425,0,"['کل', 'سنا', 'ھے', 'جیو', 'نیوز', 'پہ', 'عمران', 'خان', 'کا', 'پرانا', 'انٹرویو', 'چلایا', 'تھا', 'کیا', 'اب', 'جیو', 'معافی', 'مانگنے', 'والی', 'ھے', 'ویسے', 'فائدہ', 'بھی', 'جیوکا', 'اسی', 'میں', 'ھے']"
426,0,"['اصل', 'بے', 'نیازی', 'و', 'مالداری', 'دل', 'کی', 'بے', 'نیازی', 'و', 'مالداری', 'ہوتی', 'ھے', 'سیدنا', 'عمر', 'فاروق']"
427,0,"['کوئی', 'بھی', 'شخص', 'اس', 'غلط', 'فہمی', 'میں', 'نہ', 'رہے']"
428,0,"['صحبت', 'کا', 'بہت', 'اثر', 'ہوتا', 'ہے', 'صحبت', 'کا', 'ملنا', 'بہی', 'بڑے', 'نصیب', 'کی', 'بات', 'ہے']"
429,1,"['بریکنگ', 'سلیم', 'کی', 'گرفتاری', 'کیلئے', 'لیاری', 'اورکورنگی', 'میں', 'چھاپے', 'مارے', 'گئے', 'پولیس', 'ذرائع']"
430,1,"['فیصلہ', 'عوام', 'دا', 'پرویز', 'راٹھور', 'حرام', 'دا', 'سیاسی', 'لطیفے']"
431,0,"['پہلے', 'چاند', 'تارے', 'ہوا', 'اور', 'خوشبو', 'اچھے', 'لگتے', 'تھے', 'اب', 'صرف', 'تم']"
432,0,"['او', 'جی', 'ڈی', 'سی', 'ایل', 'شیئرز', 'اور', 'سکوک', 'غیر', 'ملکی', 'ادائیگیوں', 'میں', 'بہتری', 'کی', 'امید', 'اسلام', 'آبادآئن']"
433,0,"['حضرت', 'امام', 'حسین', 'رضی', 'اللہ', 'عنہ']"
434,1,"['دیکوں', 'دیکوں', 'کون', 'ایا', 'شیر', 'کا', 'شکاری', 'ایا']"
435,1,"['مریم', 'نواز', 'کی', 'یوتھ', 'لون', 'اسکیم', 'کی', 'چیرپرسن', 'تعیناتی', 'کے', 'خلاف', 'درخواست', 'کی', 'ہائیکورٹ', 'میں', 'سماعت']"
436,0,"['السلام', 'علیکم', 'باغ', 'آزاد', 'کشمیر', 'سے', 'کوئی', 'ساتھی', 'ہوں', 'تو', 'مجھے', 'ان', 'باکس', 'کریں', 'جزاک', 'اللہ']"
437,0,"['قادری', 'کے', 'اعلان', 'کے', 'بعد', 'دھرنے', 'کے', 'آخری', 'مناظر', 'چند', 'لمحات', 'پہلے', 'لی', 'گئی', 'کچھ', 'تصاویر']"
438,0,"['کپتان', 'مصباح', 'الحق', 'کا', 'کہنا', 'ہے', 'کہ', 'وہ', 'اپنی', 'کارکردگی', 'سے', 'بہت', 'مطمئن', 'ہیں', 'کینگروز', 'کے', 'خلاف', 'کامیابی', 'کے', 'لیے', 'نئے', 'کھلاڑیوں', 'کو', 'اعتماد', 'دینا', 'ہوگا']"
439,1,"['چندہ', 'نہ', 'دینے', 'والے', 'جانور', 'ہوتے', 'ہیں', 'بالوزن', 'جو', 'سیاسی', 'نہیں', 'ہوتا', 'وہ', 'جانور', 'ہوتاہے', 'فرمودات', 'فریڈرک', 'عمران', 'اینجلز', 'خان']"
440,0,"['بوٹسوانہاین', 'خامہ', 'دوسری', 'مرتبہ', 'ملک', 'کے', 'جمہوری', 'صدر', 'منتخب', 'بوٹسوانہ', 'ڈیموکریٹک', 'پارٹی', 'نے', 'عام', 'انتخابات', 'میں', 'میں', 'سے', 'نشستیں', 'حاصل', 'کیں']"
441,1,"['دیکھیں', 'یہ', 'بات', 'بالکل', 'درست', 'ھے', 'سڑکیں', 'بلاک', 'کرنا', 'کسی', 'طور', 'درست', 'نہیں', 'لیکن', 'انکا', 'نام', 'ٹویٹر', 'پر', 'یا', 'حقیقی', 'زندگی', 'میں', 'احترام', 'سے', 'لینا', 'چاھئے']"
442,0,"['یہ', 'دقیق', 'اور', 'باریک', 'گتھی', 'اپ', 'ہی', 'سلجھائیں']"
443,1,"['تحریک', 'انصاف', 'کے', 'دوست', 'دل', 'کھول', 'کر', 'برا', 'بھلا', 'کہیں', 'گالیاں', 'دیں', 'لیکن', 'وقت', 'آئے', 'گا', 'کہ', 'ثابت', 'ہو', 'جائے', 'گا', 'کہ', 'ہمارا', 'فیصلہ', 'ہم']"
444,1,"['یہی', 'دل', 'تھا', 'کہ', 'ترستا', 'تھا', 'مراسم', 'کے', 'لئے', 'اب', 'یہی', 'ترک', 'تعلق', 'کے', 'بہانے', 'مانگے']"
445,0,"['پیار', 'ایک', 'بار', 'ہوگا', 'بار', 'بار', 'نہیں', 'ہوگا']"
446,1,"['پیمرا', 'کے', 'ایکشن', 'پر', 'پرزور', 'مذمت', 'کرتے', 'والوں', 'کو', 'آج', 'سانپ', 'سونگھ', 'گیا', 'کیا', 'کراچی', 'کے', 'اکثر', 'علاقوں', 'میں', 'نیوز', 'چینلز', 'کی', 'نشریات', 'بند']"
447,1,"['بڑے', 'بے', 'آبرو', 'ہو', 'کر', 'تیرے', 'کوچے', 'سے', 'ہم', 'نکلے']"
448,1,"['جلسہ', 'ضلع', 'گجرات', 'کی', 'تاریخ', 'کا', 'ناقابل', 'فراموش', 'اور']"
449,1,"['یورپ', 'کینیڈا', 'اور', 'امریکہ', 'کے', 'عوام', 'اپنے', 'پیسے', 'اور', 'زیور', 'کی', 'سخت', 'حفاظت', 'کریں', 'ورنہ', 'وہاں', 'بھی', 'چندے', 'سے', 'انقلاب', 'آ', 'سکتا', 'ہے']"
450,1,"['کشمیر', 'کی', 'صورتحال', 'اقوام', 'متحدہ', 'بھی', 'خاموش', 'نہ', 'رہ', 'سکابھارت', 'کا', 'سخت', 'جواب']"
451,0,"['تاریخ', 'سے', 'سبق', 'سیکھو']"
452,1,"['دھرنے', 'کے', 'خاتمے', 'پر', 'منفی', 'بیان', 'بازی', 'نہ', 'کی', 'جائے', 'وزیر', 'اعظم', 'کی', 'ہدایتاسلام', 'آباد', 'وزیر', 'اعظم', 'میاں', 'محمد', 'نواز', 'شریف', 'نے']"
453,2,"['ایک', 'گھنٹے', 'بعد', 'کیا', 'کرو', 'گی']"
454,1,"['بعض', 'لوگوں', 'کے', 'دل', 'ان', 'بے', 'پیندے', 'برتنوں', 'کی', 'مانند', 'ھوتے', 'ھیں', 'جن', 'میں', 'خواہ', 'کتنی', 'ھی', 'محبتخلوص', 'اور', 'توجہ', 'ڈالی', 'جائے', 'وہ', 'خالی']"
455,1,"['شاہد', 'آفریدی', 'کی', 'آئی', 'ڈی', 'پیزالیون', 'نے', 'نمائشی', 'میچ', 'میں', 'آئی', 'ایس', 'پی', 'آرکو', 'ہرا', 'دیا']"
456,0,"['سندھ', 'میں', 'ہر', 'قوم', 'اپنی', 'شناخت', 'میں', 'برقرار', 'رہی', 'الطاف', 'حسین', 'نے', 'مہاجر', 'نواز', 'شریف', 'نے', 'پنچابی', 'اور', 'پی', 'پی', 'نے', 'سندھی', 'ووٹ', 'بٹورا', 'جس', 'کا', 'نتیجہ', 'سب', 'کے', 'سامنے', 'ہے']"
457,1,"['گو', 'بلو', 'رانی', 'گو', 'سن', 'لو', 'بلاول', 'اب', 'عوام', 'آپ', 'کی', 'کتے', 'جتنا', 'عزت', 'بہی', 'نہیں', 'کرتی']"
458,1,"['بن', 'بلائے', 'آجاتا', 'ہے', 'کبھی', 'سوال', 'نہیں', 'کرتایہ', 'تیرا', 'خیال', 'آخر', 'کیوں', 'میرا', 'خیال', 'نہیں', 'کرتا']"
459,0,"['تحریک', 'انصاف', 'استعفوں', 'کے', 'موقف', 'پر', 'قائم', 'ہے', 'نظام', 'کی', 'تبدیلی', 'چاہتے', 'ہیں', 'شیریں', 'مزاری']"
460,0,"['کلاسک', 'ویڈیو', 'گیم', 'کی', 'شکل', 'میں', 'بنایا', 'گیا', 'منفرد', 'کیک', 'نیویارک', 'کیک', 'خواہ', 'سالگرہ', 'کا', 'ہویا', 'کسی', 'اور']"
461,1,"['قادری', 'صاحب', 'اور', 'ڈیل', 'ہرگز', 'نہیں']"
462,1,"['انسان', 'بڑا', 'ہی', 'سخت', 'جان', 'ہے', 'جس', 'بات', 'کا', 'تصور', 'بھی', 'برداشت', 'نہیں', 'کر', 'سکتا', 'جب', 'وہ', 'حقیقت', 'بن', 'کر', 'ٹوٹ', 'پڑتی', 'ہے', 'تو', 'چﭗ', 'چاپ', 'برداشت', 'کر', 'لیتا', 'ہے']"
463,1,"['ایبولا', 'وائرس', 'سے', 'ہلاکتوں', 'کی', 'تعداد', 'ہزار', 'ہوگئی', 'ڈبلیو', 'ایچ', 'او']"
464,1,"['زنجیر', 'کوئی', 'لا', 'مری', 'وحشت', 'کے', 'برابراک', 'تیرے', 'کہے', 'سے', 'تو', 'ٹھہرنے', 'کا', 'نہیں', 'میں']"
465,1,"['دس', 'روپے', 'کے', 'بعد', 'یہ', 'اب', 'کالے', 'بکرے', 'کی', 'سری', 'بھی', 'مانگیں', 'گے', 'چندے', 'سے', 'انقلاب']"
466,0,"['کاش', 'مجھے', 'ڈیزل', 'مولانا', 'بنایا', 'ہوتا', 'یا', 'دھرنے', 'سے', 'قادری', 'کی', 'جگہ', 'مجھے', 'اٹھایا', 'ہوتا']"
